ID,Timesamp,Conen
1213577510698356736,2020-01-04 21:46:40,"I canno win he figh o esoe democacy and defea poweful special ineess alone. Tha is why ou campaign is building a muliacial, woking-class movemen based on human solidaiy. Join us live in Iowa: hps://.co/E9FUsfD2FG"
1213567024309387268,2020-01-04 21:05:00,"I wan evey kid in Ameica o undesand ha if hey wan o, hey will be able o go o college o ade school egadless of hei income."
1213557209495244800,2020-01-04 20:26:00,"I apologize o nobody fo my woking class oos.
I apologize o nobody ha I'm he son of an immigan.
I apologize o nobody ha, as pesiden, ou adminisaion will ake on he geed and coupion of he copoae elie."
1213545156248518660,2020-01-04 19:38:06,Im 78. I plead guily. Bu hee is an advanageîyou can check my ecod going back a long way. And I have sood up and fough fo woking families my enie life. hps://.co/qE60vL8zSN
1213544375126392833,2020-01-04 19:35:00,"This couny needs a whole lo of hings, bu one hing ha we do no need is anohe wa. Weve go enough of hose."
1213532691066433539,2020-01-04 18:48:34,"When I eun o Washingon nex week along wih he U.S. Senae, I believe he fis couse of acion is fo he Congess o ake immediae seps o esain Pesiden Tump fom plunging ou naion ino ye anohe endless wa. hps://.co/dSDeFMmEYT"
1213524759104782336,2020-01-04 18:17:03,"Ou campaign is abou lifing up woking people eveywhee and ending he geed of he billionaie class. We'e building he movemen ha is poweful enough o do ha. Join us live in Dubuque, Iowa: hps://.co/RQ1kGKcCVk"
1213522685302628356,2020-01-04 18:08:48,"RT @misyebik: Befoe his Dubuque even, @BenieSandes mees wih hoel wokes o hea abou hei oganizing effos. They ecenly won¶"
1213488748584943616,2020-01-04 15:53:57,"Tump makes decisions impulsively, wihou explanaion o congessional consulaion. I believe songly ha a key sep in ending ou endless was is fo Congess o easse is consiuional auhoiy ove maes of wa."
1213487429476376576,2020-01-04 15:48:43,"RT @AOC: Wa is a class conflic, oo. The ich and poweful who open wa escape he consequences of hei decisions. Is no hei child¶"
1213469243632689152,2020-01-04 14:36:27,"Wa and violence have go o be he las esponse, no he fis esponse. hps://.co/xAd48XYo1"
1213289390857953280,2020-01-04 02:41:47,"Ive gone o oo many funeals in my own sae. Ive alked o oo many mohes whove los hei kids in wa. Ive alked o oo many soldies whove come home wih PTSD, who have come home wihou ams and wihou legs. hps://.co/b2AYbYPRd"
1213262452747620354,2020-01-04 00:54:44,"RT @BNeidhad: One monh fom he caucus, so a snowsom isn' going o sop Decoah fom uning ou o see @BenieSandes hps://.co/6¶"
1213260657400827905,2020-01-04 00:47:36,"500,000 Ameicans ae homeless oday, including 30,000 veeans. 87 million ae uninsued o undeinsued. We mus inves in he needs of he Ameican people, no spend illions on endless wa. Join me in Decoah, Iowa: hps://.co/30JsCVqyq8"
1213208074023882752,2020-01-03 21:18:39,"Wee jus one monh away fom he Iowa caucus and now is he ime o knock doos, make phone calls and ge people involved. Join us live fom ou canvass launch in Waeloo, IA and sign up a hps://.co/nIMpJix9jw hps://.co/mvl0oRnaz"
1213196007355428872,2020-01-03 20:30:42,"We mus ge ou pioiies igh. We mus inves in he needs of Ameica, no spend illions moe on endless was."
1213180483091210240,2020-01-03 19:29:01,"We mus do moe han jus sop wa wih Ian.
We mus fimly commi o ending U.S. miliay pesence in he Middle Eas in an odely manne.
We mus end ou involvemen in he Saudi-led inevenion in Yemen.
We mus bing ou oops home fom Afghanisan."
1213172174086975490,2020-01-03 18:56:00,"As he fome chai of he Senae Commiee on Veeans Affais, I have seen up close he pain, deah, and despai caused by wa. And I know ha i is aely he childen of he billionaie class who face he agony of eckless foeign policy."
1213169020372996096,2020-01-03 18:43:28,"Le me epea a waning I gave in 2002: Wa mus be he las ecouse in ou inenaional elaions. And as a caing naion, we mus do eveyhing we can o peven he hoible suffeing ha a wa will cause."
1213162921884143616,2020-01-03 18:19:14,"The Ameican people do no wan endless wa! We canno allow Tump o dag us ino wa wih Ian. We mus peven wha would be an unmiigaed disase. Live own hall in Anamosa, Iowa: hps://.co/xVIk4esgc"
1213135350052401152,2020-01-03 16:29:41,I'll be addessing Tump's dangeous escalaion in he Middle Eas a 1 p.m. ET/12 p.m. CT. Tune in hee: hps://.co/JKqDWwFmb
1212959357425651713,2020-01-03 04:50:21,"Tump's dangeous escalaion bings us close o anohe disasous wa in he Middle Eas ha could cos counless lives and illions moe dollas. 
Tump pomised o end endless was, bu his acion pus us on he pah o anohe one."
1212959356599357441,2020-01-03 04:50:20,"When I voed agains he wa in Iaq in 2002, I feaed i would lead o geae desabilizaion of he egion. Tha fea unfounaely uned ou o be ue.
The U.S. has los appoximaely 4,500 bave oops, ens of housands have been wounded, and weve spen illions."
1212938403290869760,2020-01-03 03:27:05,NOW: Campaign Manage @fshaki is live in Iowa o kick off he new yea wih an updae fo suppoes on ou pah o vicoy. hps://.co/sYxoZVDaos
1212899902692323328,2020-01-03 00:54:06,"Tump cee que puede gana su eelecci√≥n al dividinos. Es√° equivocado. Lo venceemos poque esamos uniendo a nuesa gene. √önee a nosoos en vivo desde nuesa euni√≥n pol√≠ica en Muscaine, Iowa: hps://.co/lu3T3QVaEG"
1212878750225981441,2020-01-02 23:30:02,"A pesiden of he Unied Saes, I will no only be commande-in-chief.
I will also be he oganize-in-chief.
When millions of people sand up fo educaion, fo healh cae, o figh climae change, we can ceae he kind of movemen ha will ansfom his couny."
1212869421062086657,2020-01-02 22:52:58,"""I's ciically impoan o have someone like Benie Sandes in office afe we ge id of #45, because we have o have someone in hee who's no jus going o heal and unie, bu is damaically going o change he sysems ha ae in place."" ì@JumaaneWilliams hps://.co/5VUJu6WNzm"
1212864331370639362,2020-01-02 22:32:45,"RT @RLEspinal: Gea o have @JumaaneWilliams back on boad wih @BenieSandes! Wee winning #NYC, wee winning he Whie House. hps:/¶"
1212852251909349377,2020-01-02 21:44:45,".@JumaaneWilliams is uly an advocae fo he people. He and I shae a common causeîo change he sysems ha make i hade and hade fo woking families o ge by. I am gaeful o have his suppo, and he gassoos suppo of so many New Yokes. hps://.co/eSs6IqkQJ1"
1212846422871154702,2020-01-02 21:21:35,Ous is he only campaign in his Democaic pimay wih moe donaions han Donald Tump.
1212845864135184384,2020-01-02 21:19:22,"The way we win is peson-o-peson conac, knocking on doos and making he case fo people o ge ou o voe. Join us now fom ou Ginnell, IA canvass launch and sign up o ge involved a hps://.co/nIMpJix9jw hps://.co/7qfaRuZlPA"
1212836246017511425,2020-01-02 20:41:09,"Ausalians can' ""say safe and have fun,"" because hei homes ae on fie.
Fossil fuel companies like @exxonmobil ceaed he climae cisis and made wildfies wose.
When we pass a Geen New Deal we'll hold fossil fuel execuives accounable fo he desucion hey caused. hps://.co/LbDRqqHXON"
1212822187201052672,2020-01-02 19:45:17,"Naive Ameicans have augh us we canno desoy naue and suvive. When I am pesiden, hey will ge moe han a sea a he able. They will be pa of he decision making. Live fom he Meskwaki Selemen in Iowa: hps://.co/7k86hbhuon"
1212816774971957254,2020-01-02 19:23:46,"Meanwhile he Walons pay eny-level Walma wokes a savaion wage of $11 an hou. Tha is wha ouageous, unfeeed geed looks like. And we'e going o end i. hps://.co/0xsuQjKiO"
1212794980621848576,2020-01-02 17:57:10,"In he las quae of 2019, an incedible 300,000 people donaed o ou campaign fo he fis ime.
This campaign is abou binging people ino he poliical pocess o figh fo jusice.
Tha is how we ae going o defea Donald Tump and ansfom his couny."
1212767423109185538,2020-01-02 16:07:40,"My deepes gaiude o you, @JulianCaso, fo you ieless effos o elevae all voices, shed ligh on he suggles eveyday Ameicans face, and figh fo a humane immigaion sysem. I look fowad o you coninued leadeship in he figh o ansfom ou couny. hps://.co/F8zzyH70s"
1212739549639651337,2020-01-02 14:16:54,"I'm incedibly poud o announce we aised $34.5 million fom 1.8 million conibuions in he fouh quae.
Ou aveage conibuion: jus $18.
Togehe, we'e poving you don' need o beg he wealhy and he poweful fo campaign conibuions in ode o win elecions."
1212579938303455232,2020-01-02 03:42:40,This is he yea we'e going o defea Donald Tump.
1212525268721688577,2020-01-02 00:05:26,Wha is happening in Ausalia oday will become inceasingly common aound he wold if we do no aggessively comba climae change and ansfom ou enegy sysem away fom fossil fuels. The fuue of he plane is a sake. We mus ac.  hps://.co/JvspMDqAD
1212499126262390784,2020-01-01 22:21:33,"Today, I am vey poud o shae wih you some exaodinay news: ou campaign has eceived moe han 5 million individual conibuions î ha is moe conibuions han any campaign has eceived a his poin in a pesidenial elecion in he hisoy of ou couny. hps://.co/XsRHaVEEpT"
1212469219331379200,2020-01-01 20:22:43,"2020 will be a yea in which we end coupion in Washingon, in which we end geed in Washingon, and a yea in which we begin he pocess of ceaing a govenmen based on he pinciples of love and compassion."
1212399043718123520,2020-01-01 15:43:51,"RT @janeosandes: As always, @BenieSandes is enegized by being acive wih his childen and gandchilden! 
hps://.co/bx7ExOeL
h¶"
1212392220764114947,2020-01-01 15:16:45,"Wishing eveyone a happy new yea! Le us go fowad o ceae a naion ha is based on peace, jusice and digniy fo all people."
1212208529064509440,2020-01-01 03:06:49,"No billionaies. 
No wine caves. 
No supe PAC. 
Jus a million gassoos donos like you.
Thas wha his campaign has been abou since day one. Help us acoss he finish line of ou 5 million donaion goal: hps://.co/0o1Qb9Kqw9"
1212191264075968514,2020-01-01 01:58:13,"We ae inging in he new yea in Des Moines wih Pince's longime band, New Powe Geneaion! Help us ge o 5 million donaions befoe ou midnigh deadline and wach live a hps://.co/veIiWwPgq hps://.co/45eHlI07Je"
1212163600997068805,2020-01-01 00:08:18,"We ae vey, vey close o 5 million conibuions. If you have been waiing fo jus he igh ime o make a conibuion o ou campaign, ha ime is now. Chip in befoe ou FEC deadline a midnigh. hps://.co/SMKxTBEo1G hps://.co/AoORB26o"
1212118865867681799,2019-12-31 21:10:32,"We canno coninue o ac as hough i is nomal when Ameicans mus spend as much as a hid of hei income on healh cae.
I's no.
We ae going o join he es of he indusialized wold by passing Medicae fo All and eliminaing co-pays, pemiums and deducibles."
1212088853869334528,2019-12-31 19:11:16,"Eveybody who knows me knows I hae asking fo money.
Bu I'm gonna ask you fo money.
Tonigh is he FEC deadline, and we need all he help we can ge o ake on evey poweful special inees in Ameica. Please conibue whaeve you can: hps://.co/H80F27FNEa hps://.co/2pkSFisK"
1212080526317834240,2019-12-31 18:38:11,Don' le anyone ell you ha you canno make a diffeence when you ge involved in he poliical pocess.
1212072647103631361,2019-12-31 18:06:52,"Fiends, we ae closing in ou goal of 5 million donaions goal befoe he end of he yea. Evey donaion, big o small, will help us win in 2020. Chip in now and join us live fom Des Moines a hps://.co/veIiWwPgq hps://.co/yDN0YbKSPv"
1212059352393289729,2019-12-31 17:14:03,"If you would like o make he phamaceuical indusy, insuance companies, fossil fuel execuives, he NRA, he miliay indusial complex, and Donald Tump vey, vey angy, you should chip in whaeve you can o ou campaign befoe midnigh. hps://.co/V9p5sQQMqf"
1212049812750778370,2019-12-31 16:36:08,"I have some bad news fo hose of you who love aguing wih healh insuance companies.
You'll have o find someone new o ague wih.
Medicae fo All means you won' have o figh a copoaion o ge cae you need.
High-qualiy, compehensive healh cae will be guaaneed."
1212034613402570753,2019-12-31 15:35:45,We live in a wold in which hee billionaies own moe wealh han he boom half of ou enie couny. I don' hink ha is he wold we should be living in.
1211847091691118593,2019-12-31 03:10:36,"We'e almos o 5 million individual conibuions, bu we'e no quie hee ye. Can you chip in befoe midnigh omoow and pove ou ciics wong? hps://.co/JN6eM38nl hps://.co/xgqOpLesYX"
1211836873892450304,2019-12-31 02:30:00,"Ou movemen sands wih he undocumened people of his couny. 
Ou movemen sands agains acism, sexism, homophobia and eligious bigoy.
A a ime when he uling class wans o divide us up, we have a moal obligaion o sand ogehe."
1211820012731805697,2019-12-31 01:23:00,"The ideas I am alking abou now didn' come o me yeseday.
I's no because I have a pollse who old me wha I should say oday.
Healh cae as a igh, a living wage fo all, an end o endless was, a igh o decen housing î ha's wha I've fough fo my enie life."
1211810195954782209,2019-12-31 00:43:59,"We ae closing in on an incedible 5 million donaions befoe ou end-of-quae deadline. This is he movemen ha scaes Tump. Join ou own hall fom Winese, Iowa and chip in a hps://.co/zofUc3X5GB hps://.co/eO2HQWfmT5"
1211802899933609984,2019-12-31 00:15:00,"Togehe, we will launch he decade of he Geen New Deal, a 10-yea, naionwide mobilizaion ceneed aound jusice and equiy.
Togehe, we will solve ou climae cisis, ceae 20 million jobs, and save ou plane fo fuue geneaions."
1211788351210000385,2019-12-30 23:17:11,We ae jus 35 days fom he Iowa caucus and he beginning of he mos impoan elecion of ou lives. Im hee wih ou Iowa Sae Dieco @misyebik o fill you in on how you can help us win: hps://.co/WdyqT7iGdR
1211784529129590784,2019-12-30 23:02:00,"The uh is, we have an excellen chance o win he pimay and bea Tump.
Bu he only way we can do ha is if we have he sufficien financial esouces.
So I am asking you oday o conibue o ou campaign befoe he FEC deadline: hps://.co/9y9BZMs0GM hps://.co/wnYbUDBynW"
1211774462653124608,2019-12-30 22:22:00,This is wha happens when you have a govenmen conolled by he wealhy and he poweful. Tha ends when we defea Donald Tump. hps://.co/Jd9n1lJ1eU
1211761124720300032,2019-12-30 21:29:00,"We saed his moning abou 135,000 donaions sho of ou 5 million donaion goal.
Tha may seem like a lo î and fo mos campaigns i would be impossible. Bu no ous. We CAN do i.
Chip in befoe midnigh omoow: hps://.co/ViHbVxX1AW"
1211760706988773376,2019-12-30 21:27:20,@DoohyHigginb1 Thank you Doohy!
1211752568457576448,2019-12-30 20:55:00,"I wish I could say we could addess ou climae cisis wih a few weaks a he edges.
I can' honesly say ha.
To leave a habiable plane fo fuue geneaions, he coming decade mus be he decade of he Geen New Deal."
1211741241504944128,2019-12-30 20:09:59,I am poudly fom he woking class and I will be a pesiden fo he woking class.
1211726743238795270,2019-12-30 19:12:23,"Eica Gane, who died wo yeas ago oday, was an excepional and bave young woman. She is deeply missed, and ogehe, we will do eveyhing we can o cay on he suggle fo jusice. hps://.co/hxkM4DHijx"
1211721008798949376,2019-12-30 18:49:35,"In he wake of ising ani-semiism and hae cimes, we sand unied o wipe ou all foms of acism, disciminaion and bigoy. hps://.co/TdZ8lJl3N"
1211709560731373570,2019-12-30 18:04:06,No paen should be foced ino deb fo giving bih. hps://.co/Qody1c4J2
1211695626980868098,2019-12-30 17:08:44,"RT @misyebik: Good moning fom Dallas Couny, IA whee on a Monday moning evey sea is filled and i's sanding oom only a Bunch wi¶"
1211691473231462401,2019-12-30 16:52:14,"We mus defea Tump, he mos dangeous pesiden in hisoy. Bu we have o do moe han ha. Ou job is o ceae a govenmen based on compassion, no hae and geed. Join us live fom Wes Des Moines, Iowa: hps://.co/5BFD6ypdEb"
1211679873506430977,2019-12-30 16:06:08,I's ime fo a pesiden who will finally sand up o he copoae elies and figh fo he woking people of his couny.
1211668080256061440,2019-12-30 15:19:16,"We'e up agains:
-The fossil fuel indusy
-Big phama
-Insuance companies
-The miliay indusial complex
-The NRA
-Donald Tump
Bu I'm no afaid of hem. We have a gassoos movemen and almos 5 million conibuions. Help us ake hem on:  hps://.co/cJaA8gcpea"
1211648084427657216,2019-12-30 13:59:49,"We'e seeing a ise in ani-Semiism and hae cimes.
We saw a child un ove fo being Laina.
We've seen people sabbed because hey'e Jewish.
We've seen people assauled because hey'e Muslim.
If hee was eve a ime o unie agains bigoy and acism, now is he ime."
1211474814797516800,2019-12-30 02:31:18,"Jane and I ae keeping Rep. John Lewis and his family in ou houghs duing his difficul ime and hoping fo a speedy ecovey. Despie his news, I have no doub Rep. Lewis will coninue o inspie millions and figh fo jusice as he has his enie life. hps://.co/ABXPND3xHe"
1211443376983171072,2019-12-30 00:26:23,"El pueblo esadounidense es√° liso paa una evoluci√≥n pol√≠ica, y esamos agadecidos con odos los que foman pae de ese movimieno. √önee a nuesa fiesa especial de Unidos Con Benie en Des Moines: hps://.co/OWDLoinP9x"
1211435660814569472,2019-12-29 23:55:43,"Thee ae vey poweful special inees goups ha will spend whaeve i akes o y o defea us.
Bu ogehe, we ae much moe poweful han hey ae.
Help make sue ou campaign has he esouces o ake hem on and win befoe ou FEC deadline: hps://.co/Razx9hyuJ"
1211349800672739328,2019-12-29 18:14:32,"""The cuen pesiden has evoked a on of violence owads my communiy and I can' sand sill and wach us e-elec him. And he only candidae ha will be able o defea him is Benie Sandes."" ìKenia Calde√≥n Ce√≥n hps://.co/zqpHyLddRq"
1211326384498499584,2019-12-29 16:41:30,"Im ouaged by he knife aack in Monsey.  We mus confon his suge of ani-Semiic violence, pioiize he figh agains bigoy, and bing people ogehe ì insead of dividing people up."
1211308963259502593,2019-12-29 15:32:16,"We ae he songes campaign o defea Tump. We ae building he movemen ha is song enough o end he geed and coupion ha is huing woking families eveywhee. Join us in Newpo, New Hampshie: hps://.co/hh9WApgkb"
1211295632859828224,2019-12-29 14:39:18,"I believe you should be able o ge cance eamen even if you ae poo.
I believe you should be able o go o a doco even if you los you job and insuance.
I believe you should be able o go o he emegency oom wihou eceiving an ouageous bill."
1211062335952998400,2019-12-28 23:12:15,"We'e building he unpecedened gassoos powe ha we need o no only defea Donald Tump, bu o ake back ou democacy fom he copoae elie. Join us live in New Hampshie: hps://.co/bOGcx2KANM"
1211050990784393218,2019-12-28 22:27:11,We ae no jus ying o win an elecion. We ae ying o ansfom he poliical convesaion in Ameica in ems of wha is possible and wha is no possible. hps://.co/gRG7ZjVdCX
1211042376355110913,2019-12-28 21:52:57,"Ou mission is no jus passing legislaion. I is making sue he Ameican people ae unied in sanding up fo acial jusice, fo envionmenal jusice, fo economic jusice."
1211020253397835776,2019-12-28 20:25:02,"No moe ax beaks fo billionaies. No moe massive subsidies o he fossil fuel indusy. Ameicans ae ied of a sysem ha's igged in favo of he copoae elie and leaves woking people behind. Join us live in Plaisow, NH: hps://.co/Sw2h0Bphy"
1211013442771079168,2019-12-28 19:57:58,"I may be scay o difficul o speak ou and shae you suggles. Bu he moe we alk abou i, he moe we ae willing o sand ogehe agains poweful special ineess, ha is when eal change akes place."
1210999103800393728,2019-12-28 19:01:00,"On Jan. 1, millions of Ameicans' healh insuance deducibles will ese.
The way ou healh cae sysem woks oday is ha if you ae unlucky enough o ge hu o sick in wo weeks insead of oday, you migh no be able o affod cae you need.
Is ha no oally absud?"
1210997442432372736,2019-12-28 18:54:24,"""Who is Benie Sandes? He's kind of he opposie of Donald Tump."" hps://.co/WMukszBIT"
1210990624578703366,2019-12-28 18:27:18,RT @anna_bah: You know ha holiday lull? No eally a hing when youe oganizing o elec @BenieSandes fo pesiden. Is a Saud¶
1210990049275338752,2019-12-28 18:25:01,"I'm so glad o have @alaw202 on ou side in he figh o expand Social Secuiy, lowe pescipion dug coss, and guaanee healh cae o all ou people hough Medicae fo All. hps://.co/VYEBeP8XYj"
1210979977694339073,2019-12-28 17:45:00,Anybody who hinks you can make he changes his couny needs wihou sanding up o he geed and coupion of he 1% is soely misaken.
1210973048272084992,2019-12-28 17:17:28,"Medicae fo All means feedom o see a doco wihou fea of geing a huge bill. I means an end o ""medical deb."" I means no co-pays, pemiums o deducibles. Join ou own hall in Dove: hps://.co/h5xpzxjO0s"
1210963214516850689,2019-12-28 16:38:23,"""[Benie] is no unning as a poliician. He's unning as one leading a movemen."" -Rev. Al Shapon hps://.co/JMdVCnbgEg"
1210929285495771138,2019-12-28 14:23:34,"Unil 1967, you could bank a you local pos office in he U.S. A one poin ou posal banks seviced 4 million cusomes.
We mus guaanee basic financial sevices o Ameicans by allowing evey pos office o offe basic banking sevices again. hps://.co/1N9fAnjqHs"
1210747457367232513,2019-12-28 02:21:03,RT @AnduVolinsky: Today I'm poud o announce my endosemen of @BenieSandes . Benie has always fough fo he undedog and we agee on¶
1210743049531211779,2019-12-28 02:03:32,"RT @NicholsUpising: This is a vey big endosemen... vey ably deliveed. As 2019 concludes, he @BenieSandes campaign is going fom s¶"
1210740807344328705,2019-12-28 01:54:37,Tax he billionaies. hps://.co/COfvUJmJAV
1210734610813870082,2019-12-28 01:30:00,"As pesiden, I will shu down he Keysone and Dakoa Access pipelines. They should neve have been buil in he fis place."
1210716994640547840,2019-12-28 00:20:00,"1 in 6 of ou childen lives in povey.
500,000+ Ameicans ae homeless.
87 million ae uninsued o undeinsued.
Half live paycheck o paycheck.
Bu he billionaie class is doing bee evey day.
This is a igged economy and we ae going o change i. hps://.co/QagInBzQKS"
1210691828988678149,2019-12-27 22:40:00,Despai is no an opion. hps://.co/yu1EmSkR7
1210677987575619584,2019-12-27 21:45:00,"Ou goal of 5 million donaions migh sound ""unealisic.""
Bu people old us he idea of a $15 minimum wage was unealisic.
Then ciies, saes and he U.S. House passed i.
When we sand ogehe anyhing is possible.
Chip in o help each ou goal:
hps://.co/uWOTs1zXPJ"
1210662556039172096,2019-12-27 20:43:41,"The ade union movemen is wokes' las line of defense agains he geed of he billionaie class. And ha is why we ae going o double union membeship in his couny. Join us live in Concod, NH: hps://.co/iRWUAH8Rv6"
1210660046457253890,2019-12-27 20:33:42,"""When Benie is Pesiden Sandes, ha deep gassoos movemen will be essenial o passing all hose ani-coupion efoms ha we know we need, because i is no going o be easy."" ì@ZephyTeachou hps://.co/4BNkBE2f6N"
1210659613353361408,2019-12-27 20:31:59,RT @mollycabapple: This is a figh fo he soul of ou couny- @ZephyTeachou hps://.co/ODyxwk7g5
1210655871665082369,2019-12-27 20:17:07,Zephy has dedicaed he life o samping ou coupion in ou couny. I am honoed o eceive he endosemen and look fowad o woking ogehe o defea Tump and ceae an economy and a poliical sysem ha finally wok fo eveyone. hps://.co/AHeDz5ffOK
1210644265816252421,2019-12-27 19:31:00,"Money is no speech.
Copoaions ae no people.
We mus oveun Ciizens Unied and ge big money ou of ou poliical pocess."
1210634691579142146,2019-12-27 18:52:57,"RT @ABCPoliics: HAPPENING NOW: 2020 candidae Benie Sandes holds own hall in Lebanon, New Hampshie. hps://.co/VOpE9doIfN"
1210630647036948480,2019-12-27 18:36:53,I's going o ake moe han winning an elecion o addess he climae cisis. Tha is why we ae building a movemen ha is pepaed o ake on he fossil fuel indusy and pass a Geen New Deal.
1210615828103729155,2019-12-27 17:38:00,"Ou op donos ae no:
-Billionaies
-Fossil fuel execuives
-Phama CEOs
They ae:
-Sabucks baisas
-Walma employees
-Teaches
This is a campaign fo woking people. Chip in any amoun you can:
hps://.co/RApxy9loq"
1210602974587822080,2019-12-27 16:46:55,Amazon should pay moe han $0 in fedeal income axes.
1210591417627602944,2019-12-27 16:01:00,Exacly why we need Medicae fo All. hps://.co/6VPkRlvc77
1210579086059302913,2019-12-27 15:12:00,The abiliy o hea should no be a luxuy fo hose who can affod i. Tha is why heaing aids ae coveed unde Medicae fo All.
1210569271610208256,2019-12-27 14:33:00,In he figh agains climae change we have a choice: poec fossil fuel pofis o poec ou childen. I choose o poec ou childen.
1210398212957315073,2019-12-27 03:13:16,"Wishing a happy, eflecive and peaceful week o eveyone obseving Kwanzaa."
1210378521878695937,2019-12-27 01:55:02,"Having pivae healh insuance doesn mean a damn hing if you have a $5,000 deducible ha you can affod. 
Tha is why Medicae fo All will eliminae deducibles, along wih co-paymens and pemiums."
1210365240493387776,2019-12-27 01:02:15,Thee is somehing fundamenally wong when we ae spending wice as much pe capia on healh cae as ohe majo counies and ou aveage life expecancy is going DOWN.
1210344064907911168,2019-12-26 23:38:06,"Thee is no middle gound in ems of dealing wih climae change. This is abou millions of people losing hei homes, jobs and lives. We need a Geen New Deal."
1210319402769539073,2019-12-26 22:00:06,"Tump is going o be a fomidable opponen. Bu despai is no an opion. We ae going o oganize, bing millions of people ino he poliical pocess, and win."
1210313993677606913,2019-12-26 21:38:37,Have you pu off buying a home o saing a family due o medical deb o suden¬†loans?
1210295838662156293,2019-12-26 20:26:28,"Teaches ae doing some of he mos impoan wok in he enie couny. They should no be scaping by and aking wo o hee jobs. They should be paid a leas $60,000 a yea."
1210270301377851394,2019-12-26 18:45:00,"Thee ae a lo of lies peddled by he insuance and dug indusies abou Medicae fo All.
Don' believe hem.
Hee is he uh: Medicae fo All will save he Ameican people money and end he disgace of ou pofi-diven sysem. hps://.co/6BIf3JVg"
1210260091372474368,2019-12-26 18:04:25,We mus become a naion whee all ou people ae able o live long and healhy livesîno jus hose wih he means o affod ouageous healh cae coss.
1210221724865900544,2019-12-26 15:31:58,"Taxpayes have paid $115 million so Donald Tump could play golf a his own esos.
Amazon go $129 million in ax ebaes las yea.
Meanwhile, he aveage peson in povey ges jus $134 a monh in nuiion assisance.
This is wha a igged economy looks like."
1209866326061256704,2019-12-25 15:59:45,"Wishing a peaceful and mey Chismas fom myself, Jane, and ou family o all hose who ae celebaing."
1209589565830250496,2019-12-24 21:40:00,"Millions of undocumened people in Ameica should no be living in fea ha hey o hei loved ones will be depoed his holiday season. We need o bing people ou of he shadows, einsae and expand DACA and povide a pahway o ciizenship."
1209566916571852805,2019-12-24 20:10:00,I is no enough o say we will ejoin he Pais Ageemen. We need o build a mass movemen of people o sand up o he fossil fuel indusy and pass a Geen New Deal. Tha is wha his campaign is abou.
1209553075352080384,2019-12-24 19:15:00,"Thank you o he hundeds of housands of posal wokes who ae woking so had his holiday seasonîand evey day houghou he yea.
Togehe we ae going o senghen he Posal Sevice and poec i fom pivaizaion."
1209536717557882880,2019-12-24 18:10:00,"We sand wih Naalia Mianda and hose in Iowa who have faced his disubing violence. Hae cimes ae inceasing acoss he couny. I's ou job o sand wih ou Black and Laino family. We'll figh all foms of haed and hose who wish o spead i.
hps://.co/SclvJ4PXsS"
1209527406438035458,2019-12-24 17:33:00,"If you kids ae huing, my kids ae huing. If you can' affod o see a doco, ha affecs me as well. We mus emembe we ae all conneced and figh fo a naion and a govenmen ha is based on human solidaiy."
1209515326741848064,2019-12-24 16:45:00,"I believe ha evey peson in Ameica deseves o live in digniy and secuiy. Tha is why we mus guaanee healh cae, decen housing, a living wage and a good educaion o all ou people."
1209501535182508032,2019-12-24 15:50:12,"As he new yea appoaches, le us commi o fighing fo a govenmen and an economy ha woks fo he ovewhelming majoiy of he people. Tha is how we will make food secuiy a human igh in Ameica. hps://.co/2WWC5mGcXu"
1209281548618551296,2019-12-24 01:16:03,RT @younghegian: hanks o @SenSandes and @AOC fo hosing an amazing even jus up he see fom us his pas weekend !!! hope Venice¶
1209281445535064064,2019-12-24 01:15:38,RT @jesseyjoy: Thank you @beniesandes and @AOC fo welcoming us and fo inviing us o play fo such an amazing cowd!!! hps://.co/oGm¶
1209272773434105862,2019-12-24 00:41:11,"In he iches couny on Eah, geing sick should no mean you mus declae bankupcy o down in deb fo decades. We ae going o eliminae all ousanding medical deb in Ameica."
1209235994878398465,2019-12-23 22:15:02,"If you've suggled o affod you pemium, co-pay, o pescipion, o wen o an ou-of-newok povide by misake, o suddenly los coveageîyou'e no alone.
The sysem is inenionally igged agains woking people.
We'e going o change ha wih Medicae fo All."
1209218199495094272,2019-12-23 21:04:19,"Walma's CEO made 1,076 imes hei median employee las yea.
The Walon family makes $25,000 a minue.
Don' ell me ha hey can' affod o pay a living wage.
They choose no o ou of geed.
And ogehe, ha's he kind of geed we'e going o end."
1209206693608988672,2019-12-23 20:18:36,"Access o he inene is a necessiy in oday's economy, and i should be available fo all. I mus be eaed as he new eleciciy."
1209191738729992192,2019-12-23 19:19:10,"The fedeal govenmen elecified Ameica as pa of he New Deal.
The Unied Saes pu people on he moon 50 yeas ago. 
We can sue as hell ansfom ou enegy sysem away fom fossil fuels o 100% enewables oday and ceae millions of jobs in he pocess."
1209170578692870145,2019-12-23 17:55:05,"The Wa on Dugs has been a disase. We need o legalize maijuana naionwide, inves in he communiies ha have been desoyed by is ciminalizaion, and expunge pas maijuana-elaed convicions."
1209144865440878592,2019-12-23 16:12:55,"Insulin coss $6 pe vial o make. Diabeics need i o suvive.
Phama companies in he U.S. sell i fo ove $300.
Ou healh cae sysem oday is no abou keeping people alive.
I is abou making huge pofis.
Medicae fo All is abou changing ha goss injusice."
